    0.3205754185   -0.3650762854    0.4142532000       5.07845e-01         5001
    0.3201929807   -0.2020281996    0.5085987026       5.07845e-01         5002
    0.4422925236   -0.2793603353    0.5491520523       5.07845e-01         5003
    0.3522538633   -0.1729266974    0.4660917322       5.07845e-01         5004
    0.4342641631   -0.2957156034    0.3754292415       5.07845e-01         5005
    0.4384539499   -0.2840261352    0.5098582678       5.07845e-01         5006
   -0.1468695637   -1.1828146045    0.1238686733       3.01701e-01         5007
   -0.1563135088   -1.0903783954    0.1374537166       3.01701e-01         5008
   -0.1325333078   -1.0893202381    0.1419797555       3.01701e-01         5009
   -0.4983333220    0.2389141613    0.8852955745       3.52174e-01         5010
    0.7151825387   -0.1492386309    0.3601491154       4.42846e-01         5011
    0.7755283209   -0.2033041075    0.2894266925       4.42846e-01         5012
   -0.9386675234   -1.2523103717   -0.4966195138       1.93602e-01         5013
   -0.8713505872   -1.1911966325   -0.5232055546       1.93602e-01         5014
   -0.1997609750    0.0873914137   -0.3431324721       6.65945e-01         5015
   -0.1866139682   -0.0001514259   -0.3517462203       6.65945e-01         5016
   -0.1746468151    0.1534251017   -0.3141873358       6.65945e-01         5017
   -0.2299563076    0.0184310121   -0.3973628387       6.65945e-01         5018
    0.4610668874    0.6401589024    0.3860332283       4.15489e-01         5019
    0.3871198135    0.6149585574    0.3624966567       4.15489e-01         5020
   -0.2991607964    0.7649084497   -0.3100295144       4.15657e-01         5021
   -0.3056616180    0.7653570508   -0.3182907345       4.15657e-01         5022
   -0.3353617809    0.7280324947   -0.2326331138       4.15657e-01         5023
   -0.3564446122    0.7483640117   -0.3865338309       4.15657e-01         5024
   -1.3506912559   -0.6812899796    0.6775367129       1.90599e-01         5025
    0.5686223493   -0.8815225695   -1.1486706078       2.11065e-01         5026
   -1.1528350306    0.2606610346   -0.1596148929       3.03412e-01         5027
   -1.2001251985    0.2890604547   -0.2374762643       3.03412e-01         5028
   -1.1645559054    0.1789990896   -0.1349435203       3.03412e-01         5029
   -0.0981649834   -0.8552317184   -0.2061899905       4.12633e-01         5030
   -0.1744795401   -0.8305472918   -0.2772798513       4.12633e-01         5031
   -0.1717204609   -0.9398718883   -0.1785921563       4.12633e-01         5032
   -0.1416640625   -0.8634972472   -0.1742220632       4.12633e-01         5033
   -0.1975606419   -0.8322666447   -0.2255873342       4.12633e-01         5034
   -0.0749105180   -0.8752875116   -0.2371308811       4.12633e-01         5035
   -0.1713706913   -0.8835929318   -0.2281177138       4.12633e-01         5036
   -0.0562718334   -0.9283935292   -0.2284578908       4.12633e-01         5037
   -0.1261477616   -0.8589013878   -0.2959319096       4.12633e-01         5038
   -0.1170341926   -0.8018092940   -0.2958657624       4.12633e-01         5039
   -0.1189915775   -0.8534327375   -0.2080705682       4.12633e-01         5040
   -0.0568671778   -0.7897951163   -0.1706045427       4.12633e-01         5041
   -0.0944749676   -0.9417693669   -0.2627921053       4.12633e-01         5042
   -0.9045846801    0.7641601450    0.6724090074       2.56213e-01         5043
   -0.9892029171    0.6943875114    0.7303262931       2.56213e-01         5044
